Asic,Accounting/Finance,Age-Derived,All-Positions,Arizona State University,Avg. Tenure (before SanDisk),Job Hop,California State University,Computers,Degree Level,Degree Progam Rollup,Design,Director-VP-Mgmt,Engineer Type 1,Engineer Type,Engineer,Firmware,Gender,India,Indian Institute of Technology,Israel,Marketing/Sales,Number of Records,Other 1,Other 2,Other,Position level,Predict2,San Jose State University,SanDisk Position Change (from prior role),SanDisk Position,SanDisk Tenure,Santa Clara University,Software,Stanford University,Systems,Technion - Israel Institute of Technology,Total Experience,Total Other Job Experience,Total Other Jobs,Total SanDisk Jobs,Total SanDisk and Other Jobs,USA,USC,University Region,University of California,University of Illinois,University,Year,Id,Rf
0,0,23,Engineer-Design,0,0,0-1,0,0,Masters,Other,1,0,USA,Design,1,0,Men,0,0,0,0,1,0,0,0,IC,High,0,No Change,Engineer,0.953424658,0,0,0,0,0,3,2.252054795,0,2,2,1,1,Americas,0,0,USC,2013,10643,0.736583786
0,0,43,Computers,0,2.094520548,2-3,0,1,Masters,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,0,IC,High,0,No Change,IT,0.495890411,0,0,0,0,0,17,16.75616438,8,1,9,1,0,Americas,0,0,Other,2013,114100,0.721549900
0,0,26,Computers,0,2.665753425,2-3,0,1,Missing,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,0,IC,High,0,No Change,IT,0.838356164,0,0,0,0,0,6,5.331506849,2,1,3,1,0,Americas,0,0,Other,2013,189519,0.553671516
0,0,21,Other,0,0.167123288,0-1,0,0,Missing,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,1,IC,High,0,No Change,Other,0.252054795,0,0,0,0,0,0,0.167123288,1,1,2,1,0,Americas,0,0,Other,2013,11676,0.718209037
0,0,23,Other,0,2.667123288,2-3,0,0,Missing,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,1,IC,High,0,No Change,Other,0.504109589,0,0,0,0,0,6,5.334246575,2,1,3,1,0,Americas,0,0,Other,2013,11074,0.562858890
0,0,23,Other,0,5.334246575,4-5,0,0,Missing,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,1,IC,High,0,No Change,Other,2.457534247,0,0,0,0,0,8,5.334246575,1,2,3,1,0,Americas,0,0,Other,2013,11074,0.561188459
0,0,31,Other,0,2.115981735,2-3,0,0,Missing,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,1,IC,High,0,No Change,Other,2,0,0,0,0,0,8,6.347945205,3,2,5,1,0,Americas,0,0,Other,2013,184029,0.663084791
0,0,23,Other,0,2.696803653,2-3,0,0,Missing,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,1,Management,High,0,No Change,Other,1.410958904,0,0,1,0,0,10,8.090410959,3,1,4,1,0,Americas,0,0,Stanford University,2013,183970,0.517757235
0,0,37,Computers,0,0,0-1,0,1,Other,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,0,IC,High,0,No Change,IT,2.835616438,0,0,0,0,0,3,0.328767123,0,2,2,1,0,Americas,0,0,Other,2013,186113,0.707351231
0,0,61,Other,0,4.369315068,4-5,0,0,Other,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,1,IC,High,0,No Change,Other,2.002739726,0,0,0,0,0,24,21.84657534,5,1,6,1,0,Americas,0,0,Other,2013,67912,0.619653568
0,0,42,Other,0,3.402191781,3-4,0,0,Other,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,1,Management,High,0,No Change,Other,1.002739726,0,0,0,0,0,18,17.0109589,5,1,6,1,0,Americas,0,0,Other,2013,11341,0.614642273
0,0,45,Other,0,4.186986301,4-5,0,0,Missing,Other,0,0,India,Other,0,0,Men,1,0,0,0,1,1,0,1,Management,High,0,No Change,Other,1.084931507,0,0,0,0,0,18,16.74794521,4,1,5,0,0,India,0,0,Other,2014,185891,0.586244934
0,0,24,Other,0,0.165068493,0-1,0,0,Bachelors,Other,0,0,Other,Other,0,0,Men,0,0,0,0,1,1,1,1,IC,High,0,No Change,Other,0.082191781,0,0,0,0,0,1,0.660273973,4,1,5,0,0,EMEA,0,0,Other,2014,189498,0.726561195
0,0,26,Other,0,1.45890411,1-2,0,0,Masters,Business,0,0,Other,Other,0,0,Men,0,0,0,0,1,1,1,1,Director,High,0,No Change,Other,3,0,0,0,0,0,6,2.917808219,2,1,3,0,0,EMEA,0,0,Other,2014,11192,0.500217702
0,0,23,Marketing/Sales,0,2.668493151,2-3,0,0,Masters,Business,0,0,Other,Other,0,0,Men,0,0,0,1,1,1,1,0,Management,High,0,No Change,Marketing/Sales,1.334246575,0,0,0,0,0,12,10.6739726,4,2,6,0,0,APAC,0,0,Other,2014,185949,0.551165869
0,0,24,Other,0,0.917808219,0-1,0,0,Masters,Business,0,0,Other,Other,0,0,Men,0,0,0,0,1,1,1,1,Management,High,0,No Change,Other,2.665753425,0,0,0,0,0,4,0.917808219,1,1,2,0,0,APAC,0,0,Other,2014,186056,0.527779825
0,0,45,Engineer-Other,0,4.892237443,4-5,0,0,Masters,Computers,0,0,Other,Other,1,0,Men,0,0,0,0,1,1,1,0,IC,High,0,No Change,Engineer,0,0,0,0,0,0,15,14.67671233,3,1,3,0,0,APAC,0,0,Other,2014,181445,0.735748570
0,0,32,Other,0,1.531849315,1-2,0,0,Missing,Other,0,0,Other,Other,0,0,Men,0,0,0,0,1,1,1,1,Director,High,0,No Change,Other,1.084931507,0,0,0,0,0,13,12.25479452,8,1,9,0,0,Unknown,0,0,Other,2014,183469,0.670601734
0,0,32,Other,0,1.750684932,1-2,0,0,Missing,Other,0,0,Other,Other,0,0,Men,0,0,0,0,1,1,1,1,Director,High,0,No Change,Other,2.794520548,0,0,0,0,0,15,12.25479452,7,2,9,0,0,Unknown,0,0,Other,2014,183469,0.668931302
0,0,26,Computers,0,1.834246575,1-2,0,1,Missing,Other,0,0,Other,Other,0,0,Men,0,0,0,0,1,1,1,0,IC,High,0,No Change,IT,1.920547945,0,0,0,0,0,6,3.668493151,2,1,3,0,0,Unknown,0,0,Other,2014,11167,0.536131983
0,0,21,Other,0,0,0-1,0,0,Missing,Other,0,0,Other,Other,0,0,Men,0,0,0,0,1,1,1,1,IC,High,0,No Change,Other,1.498630137,0,0,0,0,0,1,0,0,1,1,0,0,Unknown,0,0,Other,2014,11162,0.637193100
0,0,21,Other,0,0,0-1,0,0,Missing,Other,0,0,Other,Other,0,0,Men,0,0,0,0,1,1,1,1,IC,High,0,No Change,Other,1.416438356,0,0,0,0,0,1,0,0,1,1,0,0,Unknown,0,0,Other,2014,11220,0.650556554
0,0,36,Other,0,3.397260274,3-4,0,0,Missing,Other,0,0,Other,Other,0,0,Men,0,0,0,0,1,1,1,1,IC,High,0,No Change,Other,0.169863014,0,0,0,0,0,14,13.5890411,4,1,5,0,0,Unknown,0,0,Other,2014,190503,0.642204395
0,0,41,Marketing/Sales,0,2.917808219,2-3,0,0,Missing,Other,0,0,Other,Other,0,0,Men,0,0,0,1,1,1,1,0,Management,High,0,No Change,Marketing/Sales,2,0,0,0,0,0,17,14.5890411,5,1,6,0,0,APAC,0,0,Other,2014,183830,0.570375833
0,0,32,Marketing/Sales,0,2.083287671,2-3,0,0,Missing,Other,0,0,Other,Other,0,0,Men,0,0,0,1,1,1,1,0,Management,High,0,No Change,Marketing/Sales,2.41369863,0,0,0,0,0,13,10.41643836,5,1,6,0,0,Unknown,0,0,Other,2014,185985,0.531120688
0,0,47,Other,0,4.360861057,4-5,0,0,Missing,Other,0,0,Other,Other,0,0,Men,0,0,0,0,1,1,1,1,Management,High,0,No Change,Other,1.416438356,0,0,0,0,0,32,30.5260274,7,1,8,0,0,EMEA,0,0,Other,2014,183147,0.569540617
0,0,47,Other,0,5.087671233,4-5,0,0,Missing,Other,0,0,Other,Other,0,0,Men,0,0,0,0,1,1,1,1,Management,High,0,No Change,Other,3.04109589,0,0,0,0,0,34,30.5260274,6,2,8,0,0,EMEA,0,0,Other,2014,183147,0.567870185
0,0,31,Other,0,1.38630137,1-2,0,0,Missing,Other,0,0,Other,Other,0,0,Men,0,0,0,0,1,1,1,1,Management,High,0,No Change,Other,1.084931507,0,0,0,0,0,12,11.09041096,8,1,9,0,0,Unknown,0,0,Other,2014,181929,0.671436950
0,0,48,Marketing/Sales,0,2.812524462,2-3,0,0,Bachelors,Business,0,0,USA,Other,0,0,Men,0,0,0,1,1,1,0,0,IC,High,0,No Change,Marketing/Sales,1.871232877,0,0,0,0,0,22,19.68767123,7,2,9,1,0,Americas,0,0,Other,2014,183088,0.714032958
0,0,42,Marketing/Sales,0,3.284931507,3-4,0,0,Bachelors,Business,0,0,USA,Other,0,0,Men,0,0,0,1,1,1,0,0,Management,High,0,No Change,Marketing/Sales,1.794520548,0,0,0,0,0,18,16.42465753,5,2,7,1,0,Americas,0,0,Other,2014,183612,0.648050906
0,0,23,Computers,0,1,1-2,0,1,Bachelors,Computers,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,0,IC,High,1,No Change,IT,1.087671233,0,0,0,0,0,2,1,1,1,2,1,0,Americas,0,0,San Jose State University,2014,11133,0.618818352
0,0,40,Marketing/Sales,0,2.06183953,2-3,0,0,Bachelors,Computers,0,0,USA,Other,0,0,Men,0,0,0,1,1,1,0,0,Management,High,0,No Change,Marketing/Sales,1.832876712,0,0,0,0,0,16,14.43287671,7,1,8,1,0,Americas,0,0,Other,2014,189663,0.622994431
0,0,24,Other,0,1.731506849,1-2,0,0,Bachelors,Engineering,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,1,IC,High,0,No Change,Other,1.58630137,0,0,0,0,0,9,6.926027397,4,1,5,1,0,Americas,0,0,Other,2014,183225,0.548660221
0,0,24,Other,0,2.308675799,2-3,0,0,Bachelors,Engineering,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,1,IC,High,0,No Change,Other,1.747945205,0,0,0,0,0,9,6.926027397,3,2,5,1,0,Americas,0,0,Other,2014,183225,0.546989789
0,0,29,Marketing/Sales,0,1.45260274,1-2,0,0,Bachelors,Engineering,0,0,USA,Other,0,0,Men,0,0,0,1,1,1,0,0,Management,High,0,No Change,Marketing/Sales,1.082191781,0,0,0,0,0,8,7.263013699,5,1,6,1,0,Americas,1,0,University of California,2014,183862,0.638028316
0,0,46,Other,0,2.765296804,2-3,0,0,Bachelors,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,1,Director,High,0,No Change,Other,2.917808219,0,0,0,0,0,20,16.59178082,6,1,7,1,0,Americas,0,0,Other,2014,181637,0.546154574
0,1,25,Accounting/Finance,0,0.504109589,0-1,0,0,Bachelors,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,0,IC,High,0,No Change,Finance,1.37260274,0,0,0,0,0,2,0.504109589,1,2,3,1,0,Americas,1,0,University of California,2014,183003,0.709021663
0,0,24,Marketing/Sales,0,0.417351598,0-1,0,0,Bachelors,Other,0,0,USA,Other,0,0,Men,0,0,0,1,1,1,0,0,IC,High,0,No Change,Marketing/Sales,0.167123288,0,0,0,0,0,1,1.252054795,3,1,4,1,0,Americas,0,0,Other,2014,184796,0.719044253
0,0,22,Other,0,0,0-1,0,0,Bachelors,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,1,IC,High,0,No Change,Other,3.668493151,0,0,0,0,0,4,0,0,1,1,1,0,Americas,0,0,Other,2014,181694,0.511075508
0,0,35,Other,0,3.461643836,3-4,0,0,Bachelors,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,1,IC,High,0,No Change,Other,0.252054795,0,0,0,0,0,14,13.84657534,4,1,5,1,0,Americas,1,0,University of California,2014,182818,0.617147920
0,0,39,Other,0,1.778082192,1-2,0,0,Bachelors,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,1,IC,High,0,No Change,Other,2.167123288,0,0,0,0,0,13,10.66849315,6,1,7,1,0,Americas,0,0,Other,2014,181822,0.603784467
0,0,31,Marketing/Sales,0,2.057534247,2-3,0,0,Bachelors,Other,0,0,USA,Other,0,0,Men,0,0,0,1,1,1,0,0,Management,High,0,No Change,Marketing/Sales,1.084931507,0,0,0,0,0,7,6.17260274,3,1,4,1,0,Americas,0,0,Other,2014,182582,0.610466193
0,0,36,Marketing/Sales,0,2.084931507,2-3,0,0,Bachelors,Other,0,0,USA,Other,0,0,Men,0,0,0,1,1,1,0,0,Management,High,0,No Change,Marketing/Sales,4.545205479,0,0,0,0,0,9,4.169863014,2,2,4,1,0,Americas,1,0,University of California,2014,183758,0.583739286
0,0,44,Other,0,2.973972603,2-3,0,0,Bachelors,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,1,Management,High,0,No Change,Other,1.835616438,0,0,0,0,0,20,17.84383562,6,1,7,1,0,Americas,0,0,Other,2014,186029,0.592091445
0,0,19,Computers,0,0,0-1,0,1,Doctorate,Engineering,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,0,IC,High,0,No Change,IT,1.339726027,0,0,1,0,0,1,0,0,1,1,1,0,Americas,0,0,Stanford University,2014,11143,0.636357884
0,0,56,Other,0,3.736438356,3-4,0,0,Masters,Business,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,1,Director,High,0,No Change,Other,4.002739726,0,0,0,0,0,23,18.68219178,5,1,6,1,0,Americas,0,0,Other,2014,11234,0.501888134
0,1,25,Accounting/Finance,0,1.335616438,1-2,0,0,Masters,Business,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,0,IC,High,0,No Change,Finance,1.002739726,0,0,0,0,0,6,5.342465753,4,1,5,1,0,Americas,0,0,Other,2014,183320,0.621323999
0,0,25,Computers,0,0.333333333,0-1,0,1,Masters,Computers,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,0,IC,High,0,No Change,IT,0.167123288,1,0,0,0,0,1,1,3,1,4,1,0,Americas,0,0,Santa Clara University,2014,181753,0.724890764
0,0,37,Marketing/Sales,1,2.485479452,2-3,0,0,Masters,Engineering,0,0,USA,Other,0,0,Men,0,0,0,1,1,1,0,0,Director,High,0,No Change,Marketing/Sales,2.416438356,0,0,0,0,0,15,12.42739726,5,1,6,1,0,Americas,0,0,Arizona State University,2014,183776,0.538637631
0,0,24,Marketing/Sales,0,0,0-1,0,0,Masters,Engineering,0,0,USA,Other,0,0,Men,0,0,0,1,1,1,0,0,IC,High,0,No Change,Marketing/Sales,2.542465753,0,0,0,0,0,3,0.665753425,0,2,2,1,0,Americas,1,0,University of California,2014,182965,0.577057560
0,0,26,Other,0,3.923287671,3-4,0,0,Masters,Engineering,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,1,IC,High,0,No Change,Other,3.794520548,0,0,0,0,0,8,3.923287671,1,3,4,1,0,Americas,0,0,Other,2014,183000,0.555341948
0,0,35,Engineer-Director-VP-Mgmt,0,1.929549902,1-2,0,0,Masters,Engineering,0,1,USA,Director-VP-Mgmt,1,0,Men,0,0,0,0,1,0,0,0,Management,High,0,No Change,Engineer,0.709589041,0,0,0,0,0,14,13.50684932,7,1,8,1,0,Americas,0,0,Other,2014,183485,0.739646244
0,0,24,Marketing/Sales,0,0.41826484,0-1,0,0,Masters,Engineering,0,0,USA,Other,0,0,Men,0,0,0,1,1,1,0,0,Management,High,0,No Change,Marketing/Sales,2,0,0,0,0,0,3,1.254794521,3,2,5,1,0,Americas,1,0,University of California,2014,181576,0.681459540
0,0,54,Engineer-Director-VP-Mgmt,0,14.62100457,8+,0,0,Masters,Engineering,0,1,USA,Director-VP-Mgmt,1,0,Men,0,0,0,0,1,0,0,0,VP,High,0,No Change,Engineer,0.419178082,0,0,0,0,0,45,43.8630137,3,2,5,1,0,Americas,0,0,Other,2014,190577,0.733242922
0,0,44,Marketing/Sales,0,4.608219178,4-5,0,0,Masters,Engineering,0,0,USA,Other,0,0,Men,0,0,0,1,1,1,0,0,VP,High,0,No Change,Marketing/Sales,2.290410959,0,0,0,0,0,21,18.43287671,4,2,6,1,1,Americas,0,0,USC,2014,183532,0.657238281
0,0,61,Other,0,5.907305936,4-5,0,0,Missing,Engineering,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,1,Management,High,0,No Change,Other,1.457534247,0,0,0,0,0,40,35.44383562,6,2,8,1,0,Americas,0,0,Other,2014,183770,0.702339936
0,0,44,Other,0,4.975342466,4-5,0,0,Missing,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,1,Director,High,0,No Change,Other,1.167123288,0,0,0,0,0,16,14.9260274,3,1,4,1,0,Americas,0,0,Other,2014,183496,0.534461552
0,0,31,Other,0,1.586986301,1-2,0,0,Missing,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,1,IC,High,0,No Change,Other,1,0,0,0,0,0,7,6.347945205,4,1,5,1,0,Americas,0,0,Other,2014,184029,0.663920007
0,0,31,Other,0,2.115981735,2-3,0,0,Missing,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,1,IC,High,0,No Change,Other,2,0,0,0,0,0,8,6.347945205,3,2,5,1,0,Americas,0,0,Other,2014,184029,0.662249576
0,1,36,Accounting/Finance,0,3.682648402,3-4,0,0,Missing,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,0,Management,High,0,No Change,Finance,0.419178082,0,0,0,0,0,23,22.09589041,6,1,7,1,0,Americas,0,0,Other,2014,183194,0.597937956
0,0,43,Marketing/Sales,0,17.0109589,8+,0,0,Missing,Other,0,0,USA,Other,0,0,Men,0,0,0,1,1,1,0,0,Management,High,0,No Change,Marketing/Sales,0,0,0,0,0,0,17,17.0109589,1,1,1,1,0,Americas,0,0,Other,2014,190493,0.732407706
0,0,33,Marketing/Sales,0,2.916894977,2-3,0,0,Missing,Other,0,0,USA,Other,0,0,Men,0,0,0,1,1,1,0,0,Management,High,0,No Change,Marketing/Sales,0.169863014,0,0,0,0,0,9,8.750684932,3,1,4,1,0,Americas,0,0,Other,2014,183184,0.656403065
0,0,39,Marketing/Sales,0,2.073972603,2-3,0,0,Missing,Other,0,0,USA,Other,0,0,Men,0,0,0,1,1,1,0,0,Management,High,0,No Change,Marketing/Sales,2.457534247,0,0,0,0,0,17,14.51780822,7,2,9,1,0,Americas,0,0,Other,2014,183528,0.704010368
0,0,23,Other,0,2.696803653,2-3,0,0,Missing,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,1,Management,High,0,No Change,Other,1.410958904,0,0,1,0,0,10,8.090410959,3,1,4,1,0,Americas,0,0,Stanford University,2014,183970,0.516922019
0,0,34,Computers,0,1.940508806,1-2,0,1,Other,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,0,IC,High,0,No Change,IT,0.082191781,0,0,0,0,0,14,13.58356164,7,1,8,1,0,Americas,0,0,Other,2014,189862,0.716538605
0,0,37,Computers,0,0.32,0-1,0,1,Other,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,0,IC,High,0,No Change,IT,3.506849315,0,0,0,0,0,4,0.328767123,1,3,4,1,0,Americas,0,0,Other,2014,186113,0.706516015
0,0,61,Other,0,4.369315068,4-5,0,0,Other,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,1,IC,High,0,No Change,Other,2.002739726,0,0,0,0,0,24,21.84657534,5,1,6,1,0,Americas,0,0,Other,2014,67912,0.620488783
0,0,29,Other,0,0,0-1,0,0,Masters,Engineering,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,1,Management,High,0,Promo,Other,0.832876712,0,0,0,0,0,1,0,0,1,1,1,0,Americas,0,0,Other,2012,183249,0.724055548
0,1,25,Accounting/Finance,0,2.188356164,2-3,0,0,Masters,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,0,IC,High,0,Promo,Finance,2.254794521,0,0,0,0,0,11,8.753424658,4,1,5,1,0,Americas,0,0,Other,2013,184146,0.502723350
0,0,29,Other,0,0,0-1,0,0,Masters,Engineering,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,1,Management,High,0,Promo,Other,0.832876712,0,0,0,0,0,1,0,0,1,1,1,0,Americas,0,0,Other,2014,183249,0.723220332
0,1,25,Accounting/Finance,0,2.188356164,2-3,0,0,Masters,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,0,IC,High,0,Promo,Finance,2.254794521,0,0,0,0,0,11,8.753424658,4,1,5,1,0,Americas,0,0,Other,2014,184146,0.503558566
0,0,27,Marketing/Sales,0,0,0-1,0,0,Masters,Business,0,0,Israel,Other,0,0,Men,0,0,1,1,1,1,0,0,Management,Low,0,Lateral,Marketing/Sales,7.342465753,0,0,0,0,0,7,0,0,3,3,0,0,Israel,0,0,Other,2012,186078,0.061809362
1,0,27,Engineer-ASIC,0,2.169863014,2-3,0,0,Missing,Other,0,0,Israel,ASIC,1,0,Men,0,0,1,0,1,0,0,0,IC,Low,0,Lateral,Engineer,3.589041096,0,0,0,0,0,6,2.169863014,1,2,3,0,0,Israel,0,0,Other,2012,182296,0.144869382
0,0,36,Other,0,0,0-1,0,0,Missing,Other,0,0,Israel,Other,0,0,Men,0,0,1,0,1,1,0,1,IC,Low,0,Lateral,Other,15.50684932,0,0,0,0,0,16,0,0,4,4,0,0,Israel,0,0,Other,2012,186083,0.011861825
0,0,36,Engineer-Systems,0,0,0-1,0,0,Missing,Other,0,0,Israel,Systems,1,0,Men,0,0,1,0,1,0,0,0,Management,Low,0,Lateral,Engineer,20.67945205,0,0,0,1,0,21,0,0,4,4,0,0,Israel,0,0,Other,2012,186084,0.005635102
0,0,36,Engineer-Systems,0,9.506849315,8+,0,0,Missing,Other,0,0,Israel,Systems,1,0,Men,0,0,1,0,1,0,0,0,Management,Low,0,Lateral,Engineer,7.928767123,0,0,0,1,1,27,19.01369863,2,4,6,0,0,Israel,0,0,Technion - Israel Institute of Technology,2012,186064,0.007606104
0,0,42,Engineer-Other,0,4.807305936,4-5,0,0,Masters,Other,0,0,Other,Other,1,0,Men,0,0,0,0,1,1,1,0,Management,Low,0,Lateral,Engineer,13.00821918,0,0,0,0,0,27,14.42191781,3,3,6,0,0,APAC,0,0,Other,2012,182118,0.025463853
0,0,42,Engineer-Software,0,0,0-1,0,0,Missing,Other,0,0,Other,Software,1,0,Men,0,0,0,0,1,0,1,0,IC,Low,0,Lateral,Engineer,18.01643836,0,1,0,0,0,18,0,0,2,2,0,0,Unknown,0,0,Other,2012,197029,0.079956991
0,0,41,Marketing/Sales,0,0,0-1,0,0,Missing,Other,0,0,Other,Other,0,0,Men,0,0,0,1,1,1,1,0,IC,Low,0,Lateral,Marketing/Sales,11.63561644,0,0,0,0,0,12,0,0,4,4,0,0,Japan,0,0,Other,2012,183008,0.015303613
0,0,38,Engineer-Systems,0,2.939726027,2-3,0,0,Bachelors,Computers,0,0,USA,Systems,1,0,Men,0,0,0,0,1,0,0,0,IC,Low,0,Lateral,Engineer,3.336986301,0,0,0,1,0,15,11.75890411,4,2,6,1,0,Americas,1,0,University of California,2012,170419,0.149971733
0,1,27,Accounting/Finance,0,3.252054795,3-4,0,0,Bachelors,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,0,IC,Low,0,Lateral,Finance,5.709589041,0,0,0,0,0,9,3.252054795,1,3,4,1,0,Americas,0,0,Other,2012,182998,0.058489516
0,0,23,Engineer-Other,0,1.336986301,1-2,0,0,Masters,Business,0,0,USA,Other,1,0,Men,0,0,0,0,1,1,0,0,Director,Low,0,Lateral,Engineer,13.84109589,0,0,0,0,0,15,1.336986301,1,5,6,1,0,Americas,0,0,Other,2012,182179,0.002078742
0,0,23,Engineer-Other,0,1.336986301,1-2,0,0,Masters,Business,0,0,USA,Other,1,0,Men,0,0,0,0,1,1,0,0,Director,Low,0,Lateral,Engineer,13.84109589,0,0,0,0,0,15,1.336986301,1,5,6,1,0,Americas,0,0,Other,2012,182179,0.002078742
0,0,36,Computers,0,1.606849315,1-2,0,1,Masters,Computers,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,0,IC,Low,0,Lateral,IT,24.26027397,0,0,0,0,0,31,6.42739726,4,3,7,1,0,Americas,0,0,Other,2012,189786,0.022973679
0,1,44,Accounting/Finance,0,6.671232877,6-7,0,0,Masters,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,0,IC,Low,1,Lateral,Finance,9.043835616,0,0,0,0,0,22,13.34246575,2,2,4,1,0,Americas,0,0,San Jose State University,2012,183583,0.144954095
0,1,44,Accounting/Finance,0,6.671232877,6-7,0,0,Masters,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,0,IC,Low,1,Lateral,Finance,9.043835616,0,0,0,0,0,22,13.34246575,2,2,4,1,0,Americas,0,0,San Jose State University,2012,183583,0.144954095
0,0,61,Engineer-Other,0,4.418493151,4-5,0,0,Masters,Other,0,0,USA,Other,1,0,Men,0,0,0,0,1,1,0,0,Management,Low,0,Lateral,Engineer,9.632876712,0,0,0,0,0,27,17.6739726,4,2,6,1,0,Americas,0,0,Other,2012,183285,0.114177251
0,0,36,Marketing/Sales,0,1.306849315,1-2,0,0,Masters,Other,0,0,USA,Other,0,0,Men,0,0,0,1,1,1,0,0,Management,Low,0,Lateral,Marketing/Sales,3.002739726,0,0,0,0,0,11,7.84109589,6,3,9,1,0,Americas,0,0,Other,2012,10924,0.077724750
0,0,57,Other,0,5.691780822,4-5,0,0,Missing,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,1,Director,Low,0,Lateral,Other,13.55342466,1,0,0,0,0,36,22.76712329,4,4,8,1,0,Americas,0,0,Santa Clara University,2012,183691,0.011433534
0,0,51,Other,0,2.334703196,2-3,1,0,Missing,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,1,Director,Low,0,Lateral,Other,13.38356164,0,0,0,0,0,27,14.00821918,6,4,10,1,0,Americas,0,0,California State University,2012,182257,0.013086665
0,0,51,Other,0,2.334703196,2-3,1,0,Missing,Other,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,1,Director,Low,0,Lateral,Other,13.38356164,0,0,0,0,0,27,14.00821918,6,4,10,1,0,Americas,0,0,California State University,2012,182257,0.013086665
0,0,37,Engineer-Software,0,2.668493151,2-3,0,0,Missing,Other,0,0,USA,Software,1,0,Men,0,0,0,0,1,0,0,0,IC,Low,0,Lateral,Engineer,6.339726027,0,1,0,0,0,14,8.005479452,3,2,5,1,0,Americas,0,0,Other,2012,181078,0.129453261
0,0,36,Other,0,5.920547945,4-5,0,0,Other,Computers,0,0,USA,Other,0,0,Men,0,0,0,0,1,1,0,1,IC,Low,0,Lateral,Other,17.63287671,0,0,0,0,0,35,17.76164384,3,2,5,1,0,Americas,0,0,Other,2012,11115,0.091603819
0,0,39,Engineer-Systems,0,2.751369863,2-3,0,0,Bachelors,Other,0,0,Israel,Systems,1,0,Men,0,0,1,0,1,0,0,0,IC,Low,0,Lateral,Engineer,7.378082192,0,0,0,1,0,18,11.00547945,4,2,6,0,0,Israel,0,0,Other,2013,183857,0.123460759
0,0,39,Engineer-Systems,0,2.751369863,2-3,0,0,Bachelors,Other,0,0,Israel,Systems,1,0,Men,0,0,1,0,1,0,0,0,IC,Low,0,Lateral,Engineer,7.378082192,0,0,0,1,0,18,11.00547945,4,2,6,0,0,Israel,0,0,Other,2013,183857,0.123460759
0,0,27,Marketing/Sales,0,0,0-1,0,0,Masters,Business,0,0,Israel,Other,0,0,Men,0,0,1,1,1,1,0,0,Management,Low,0,Lateral,Marketing/Sales,7.342465753,0,0,0,0,0,7,0,0,3,3,0,0,Israel,0,0,Other,2013,186078,0.061809362
